bikeid;rental_start_date;rental_end_date;duration;fare_(in_cents);starting_location;ending_location;rough_distance_(km);start_latitude;start_longitude;end_latitude;end_longitude
1144;2021-12-19 12:55:00;2021-12-19 13:19:00;24.0;200;37.870587747747535,32.48622428892017;37.864410400390625,32.45362854003906;2.942577191;37.870587747747535;32.48622428892017;37.864410400390625;32.45362854003906
1042;2021-12-18 14:50:00;2021-12-18 18:54:00;244.0;650;37.8487284,32.4989844;37.84859085083008,32.49924850463867;0.027778983;37.8487284;32.4989844;37.84859085083008;32.49924850463867
1036;2021-12-18 14:38:00;2021-12-18 14:50:00;12.0;200;37.86445576031879,32.453661541111565;37.870418548583984,32.486228942871094;2.934677924;37.86445576031879;32.453661541111565;37.870418548583984;32.486228942871094
1036;2021-12-18 12:47:00;2021-12-18 13:01:00;14.0;200;37.87042099200964,32.48612485435135;37.864341735839844,32.45363998413086;2.930583246;37.87042099200964;32.48612485435135;37.864341735839844;32.45363998413086
1147;2021-12-16 23:50:00;2021-12-16 23:54:00;4.0;50;37.86676,32.4249338;37.86663055419922,32.42462921142578;0.030365518;37.86676;32.4249338;37.86663055419922;32.42462921142578
1226;2021-12-16 20:34:00;2021-12-16 20:51:00;17.0;200;37.9473922,32.522134;37.94738006591797,32.522071838378906;0.005615193;37.9473922;32.522134;37.94738006591797;32.522071838378906
1294;2021-12-16 19:56:00;2021-12-16 20:06:00;10.0;50;37.873135695311746,32.48168265534262;37.8559684753418,32.47053909301758;2.144962555;37.873135695311746;32.48168265534262;37.8559684753418;32.47053909301758
1294;2021-12-16 19:40:00;2021-12-16 19:49:00;9.0;50;37.877843736843225,32.48322043026166;37.87321853637695,32.48173141479492;0.530644797;37.877843736843225;32.48322043026166;37.87321853637695;32.48173141479492
1292;2021-12-16 18:05:00;2021-12-16 18:27:00;22.0;200;37.8617488,32.4452812;37.86674118041992,32.424560546875;1.901781439;37.8617488;32.4452812;37.86674118041992;32.424560546875
1199;2021-12-16 17:57:00;2021-12-16 18:26:00;29.0;200;999,999;37.86676025390625,32.42449951171875;14560.6755;999.0;999.0;37.86676025390625;32.42449951171875
1275;2021-12-16 16:59:00;2021-12-16 17:10:00;11.0;50;37.9469459,32.4844278;37.949771881103516,32.51327896118164;2.549239979;37.9469459;32.4844278;37.949771881103516;32.51327896118164
1310;2021-12-16 16:39:00;2021-12-16 16:55:00;16.0;200;37.8659695,32.4890185;37.86920166015625,32.48664855957031;0.415267231;37.8659695;32.4890185;37.86920166015625;32.48664855957031
1236;2021-12-16 16:26:00;2021-12-16 16:27:00;1.0;0;38.0226341,32.5124827;38.02259826660156,32.512481689453125;0.003985475;38.0226341;32.5124827;38.02259826660156;32.512481689453125
1039;2021-12-16 16:18:00;2021-12-16 16:24:00;6.0;50;38.0225003,32.512674;38.02248001098633,32.51266860961914;0.002304918;38.0225003;32.512674;38.02248001098633;32.51266860961914
1236;2021-12-16 16:10:00;2021-12-16 16:17:00;7.0;50;38.0224608,32.5130508;38.0225715637207,32.51239013671875;0.059167476;38.0224608;32.5130508;38.0225715637207;32.51239013671875
1304;2021-12-16 15:53:00;2021-12-16 16:25:00;32.0;200;37.8997663,32.4900809;37.947410583496094,32.52212142944336;5.997089249;37.8997663;32.4900809;37.947410583496094;32.52212142944336
1047;2021-12-16 13:47:00;2021-12-16 14:03:00;16.0;200;37.8527058,32.4883901;37.873291015625,32.481998443603516;2.356739981;37.8527058;32.4883901;37.873291015625;32.481998443603516
1294;2021-12-16 12:24:00;2021-12-16 12:41:00;17.0;200;37.87304433260639,32.481669875802915;999,999;14562.31512;37.87304433260639;32.481669875802915;999.0;999.0
1242;2021-12-15 20:47:00;2021-12-15 21:39:00;52.0;200;37.8740317,32.48961;37.87406921386719,32.48955154418945;0.006612545;37.8740317;32.48961;37.87406921386719;32.48955154418945
1231;2021-12-15 20:41:00;2021-12-15 21:40:00;59.0;200;37.8740249,32.4895964;37.87398910522461,32.489479064941406;0.011041222;37.8740249;32.4895964;37.87398910522461;32.489479064941406
1247;2021-12-15 20:08:00;2021-12-15 20:08:00;0.0;0;37.8703661,32.4862421;37.87057876586914,32.48612976074219;0.02562097;37.8703661;32.4862421;37.87057876586914;32.48612976074219
1294;2021-12-15 19:44:00;2021-12-15 19:48:00;4.0;50;37.87769389476113,32.48266397009941;37.87335968017578,32.48163986206055;0.490253473;37.87769389476113;32.48266397009941;37.87335968017578;32.48163986206055
1247;2021-12-15 18:22:00;2021-12-15 18:23:00;1.0;0;37.8702691,32.4861595;37.870548248291016,32.48653030395508;0.044976214;37.8702691;32.4861595;37.870548248291016;32.48653030395508
1098;2021-12-15 17:11:00;2021-12-15 17:13:00;2.0;50;37.8755679,32.5010199;37.87562942504883,32.50107955932617;0.008615255;37.8755679;32.5010199;37.87562942504883;32.50107955932617
1088;2021-12-15 16:24:00;2021-12-15 16:40:00;16.0;200;37.9170208,32.5066163;37.9043083190918,32.49546813964844;1.718920594;37.9170208;32.5066163;37.9043083190918;32.49546813964844
1128;2021-12-15 16:16:00;2021-12-15 16:46:00;30.0;200;37.9497707,32.5133458;37.947410583496094,32.52212905883789;0.813637872;37.9497707;32.5133458;37.947410583496094;32.52212905883789
1226;2021-12-15 16:10:00;2021-12-15 16:16:00;6.0;50;37.9497406,32.5133266;37.947471618652344,32.52204895019531;0.805352306;37.9497406;32.5133266;37.947471618652344;32.52204895019531
1278;2021-12-15 15:27:00;2021-12-15 16:00:00;33.0;200;37.863201085231815,32.47014133453375;37.86315155029297,32.47024917602539;0.01095272;37.863201085231815;32.47014133453375;37.86315155029297;32.47024917602539
1128;2021-12-15 15:16:00;2021-12-15 15:29:00;13.0;200;37.948246826494035,32.49373632139473;37.94966125488281,32.51329040527344;1.721773857;37.948246826494035;32.49373632139473;37.94966125488281;32.51329040527344
1092;2021-12-15 15:05:00;2021-12-15 15:23:00;18.0;200;37.9473671,32.5220968;37.94736099243164,32.522090911865234;0.000853106;37.9473671;32.5220968;37.94736099243164;32.522090911865234
1292;2021-12-15 14:21:00;2021-12-15 19:56:00;335.0;950;37.85370025837598,32.42340982921713;999,999;14559.23158;37.85370025837598;32.42340982921713;999.0;999.0
1057;2021-12-15 14:13:00;2021-12-15 14:29:00;16.0;200;37.892663,32.4780316;37.88016128540039,32.452850341796875;2.610739203;37.892663;32.4780316;37.88016128540039;32.452850341796875
1265;2021-12-15 14:12:00;2021-12-15 14:12:00;0.0;0;37.8926633,32.4780343;37.892730712890625,32.478050231933594;0.007625228;37.8926633;32.4780343;37.892730712890625;32.478050231933594
1263;2021-12-15 14:11:00;2021-12-15 14:14:00;3.0;50;37.869236071796315,32.48650986053323;37.869300842285156,32.48640823364258;0.011465145;37.869236071796315;32.48650986053323;37.869300842285156;32.48640823364258
1146;2021-12-15 14:09:00;2021-12-15 14:10:00;1.0;0;37.86927401642192,32.486558021724;37.869319915771484,32.48649978637695;0.007223522;37.86927401642192;32.486558021724;37.869319915771484;32.48649978637695
1254;2021-12-15 13:57:00;2021-12-15 14:04:00;7.0;50;38.0226009,32.5124657;38.01393127441406,32.521141052246094;1.227552326;38.0226009;32.5124657;38.01393127441406;32.521141052246094
1137;2021-12-15 13:43:00;2021-12-15 14:52:00;69.0;200;37.8800256,32.4528999;37.88439178466797,32.45759963989258;0.637051977;37.8800256;32.4528999;37.88439178466797;32.45759963989258
1137;2021-12-15 12:11:00;2021-12-15 12:37:00;26.0;200;37.9041999,32.4954174;37.88005065917969,32.45294189453125;4.593842293;37.9041999;32.4954174;37.88005065917969;32.45294189453125
1137;2021-12-15 09:55:00;2021-12-15 10:17:00;22.0;200;37.8801084,32.4529543;37.90427017211914,32.495391845703125;4.591952519;37.8801084;32.4529543;37.90427017211914;32.495391845703125
1046;2021-12-15 09:46:00;2021-12-15 10:40:00;54.0;200;37.9474576,32.5221454;37.9474481,32.5221478;0.00107711;37.9474576;32.5221454;37.9474481;32.5221478
1143;2021-12-15 06:40:00;2021-12-15 07:34:00;54.0;200;37.8657699,32.4889666;37.865840911865234,32.488990783691406;0.008176558;37.8657699;32.4889666;37.865840911865234;32.488990783691406
1046;2021-12-14 19:04:00;2021-12-14 19:08:00;4.0;50;37.9496873,32.5134404;37.949689,32.5134314;0.00081147;37.9496873;32.5134404;37.949689;32.5134314
1151;2021-12-14 17:38:00;2021-12-14 17:52:00;14.0;200;37.9114162,32.5011739;37.90436935424805,32.495418548583984;0.932171918;37.9114162;32.5011739;37.90436935424805;32.495418548583984
1108;2021-12-14 15:24:00;2021-12-14 16:04:00;40.0;200;37.8667146,32.4245039;37.87411880493164,32.48955154418945;5.768766222;37.8667146;32.4245039;37.87411880493164;32.48955154418945
1236;2021-12-14 14:25:00;2021-12-14 14:30:00;5.0;50;38.0225497,32.5124377;38.02260971069336,32.512489318847656;0.008060534;38.0225497;32.5124377;38.02260971069336;32.512489318847656
1046;2021-12-14 12:06:00;2021-12-14 12:10:00;4.0;50;37.9479416,32.5218488;37.9472392,32.5221527;0.082524069;37.9479416;32.5218488;37.9472392;32.5221527
1223;2021-12-14 11:43:00;2021-12-14 12:19:00;36.0;200;37.9482492,32.493798;37.94746017456055,32.522090911865234;2.482416736;37.9482492;32.493798;37.94746017456055;32.522090911865234
1279;2021-12-14 09:49:00;2021-12-14 10:00:00;11.0;200;37.85366814817707,32.42336580545025;37.86172103881836,32.445289611816406;2.122843599;37.85366814817707;32.42336580545025;37.86172103881836;32.445289611816406
1283;2021-12-14 08:18:00;2021-12-14 09:03:00;45.0;200;37.899817,32.4900566;37.86552810668945,32.53615188598633;5.559023746;37.899817;32.4900566;37.86552810668945;32.53615188598633
1244;2021-12-14 07:38:00;2021-12-14 07:51:00;13.0;200;37.87070169771495,32.515030863413166;37.86286926269531,32.54264831542969;2.576001088;37.87070169771495;32.515030863413166;37.86286926269531;32.54264831542969
1072;2021-12-14 07:18:00;2021-12-14 07:36:00;18.0;200;37.872274760739096,32.494244157995155;37.87063980102539,32.515018463134766;1.83252895;37.872274760739096;32.494244157995155;37.87063980102539;32.515018463134766
1294;2021-12-14 06:43:00;2021-12-14 06:49:00;6.0;50;37.87298381847496,32.48147727872932;37.877559661865234,32.48329162597656;0.533149307;37.87298381847496;32.48147727872932;37.877559661865234;32.48329162597656
1304;2021-12-14 05:03:00;2021-12-14 05:16:00;13.0;200;37.9300853,32.5095626;37.899620056152344,32.49024963378906;3.787621965;37.9300853;32.5095626;37.899620056152344;32.49024963378906
1042;2021-12-13 23:50:00;2021-12-14 00:02:00;12.0;200;37.8486911,32.4990487;37.84859085083008,32.499088287353516;0.011676555;37.8486911;32.4990487;37.84859085083008;32.499088287353516
1074;2021-12-13 23:40:00;2021-12-13 23:50:00;10.0;50;37.8487364,32.4990301;37.848758697509766,32.49898910522461;0.004370753;37.8487364;32.4990301;37.848758697509766;32.49898910522461
1127;2021-12-13 23:26:00;2021-12-14 00:25:00;59.0;200;38.0137169,32.5211508;38.01375961303711,32.52117156982422;0.005086091;38.0137169;32.5211508;38.01375961303711;32.52117156982422
1285;2021-12-13 23:26:00;2021-12-14 00:26:00;60.0;200;38.0137572,32.5211756;38.01377868652344,32.5212287902832;0.005236605;38.0137572;32.5211756;38.01377868652344;32.5212287902832
1272;2021-12-13 23:25:00;2021-12-14 00:27:00;62.0;200;38.0137834,32.5212039;38.01380157470703,32.52116012573242;0.004334819;38.0137834;32.5212039;38.01380157470703;32.52116012573242
1147;2021-12-13 21:56:00;2021-12-13 22:25:00;29.0;200;37.86672,32.4245494;37.866661071777344,32.424560546875;0.006625176;37.86672;32.4245494;37.866661071777344;32.424560546875
1108;2021-12-13 21:51:00;2021-12-13 22:25:00;34.0;200;37.86676847379456,32.424546098366775;37.866798400878906,32.424598693847656;0.005691206;37.86676847379456;32.424546098366775;37.866798400878906;32.424598693847656
1147;2021-12-13 21:51:00;2021-12-13 21:55:00;4.0;50;37.8667713,32.4245674;37.86677932739258,32.42456817626953;0.000895203;37.8667713;32.4245674;37.86677932739258;32.42456817626953
1276;2021-12-13 21:48:00;2021-12-13 22:12:00;24.0;200;37.9791086,32.5171629;37.97882080078125,32.51691818237305;0.038524996;37.9791086;32.5171629;37.97882080078125;32.51691818237305
1255;2021-12-13 21:42:00;2021-12-13 22:13:00;31.0;200;37.979113945056554,32.5172007679199;37.97908020019531,32.51715850830078;0.005272453;37.979113945056554;32.5172007679199;37.97908020019531;32.51715850830078
1264;2021-12-13 21:37:00;2021-12-13 21:48:00;11.0;200;37.9790489,32.5171542;37.97903823852539,32.517208099365234;0.004870639;37.9790489;32.5171542;37.97903823852539;32.517208099365234
1060;2021-12-13 21:34:00;2021-12-13 22:12:00;38.0;200;37.9791088,32.5171721;37.97911071777344,32.517181396484375;0.000842258;37.9791088;32.5171721;37.97911071777344;32.517181396484375
1224;2021-12-13 21:33:00;2021-12-13 22:12:00;39.0;200;37.979102614371236,32.517172750115876;37.97914123535156,32.51707077026367;0.009916432;37.979102614371236;32.517172750115876;37.97914123535156;32.51707077026367
1158;2021-12-13 21:27:00;2021-12-13 21:37:00;10.0;50;37.8740697,32.4896164;37.87736892700195,32.51253890991211;2.04510659;37.8740697;32.4896164;37.87736892700195;32.51253890991211
1294;2021-12-13 19:40:00;2021-12-13 19:47:00;7.0;50;37.87788464562594,32.48296347737048;37.873199462890625,32.481658935546875;0.533403023;37.87788464562594;32.48296347737048;37.873199462890625;32.481658935546875
1147;2021-12-13 18:57:00;2021-12-13 19:17:00;20.0;200;37.8536745,32.4233237;37.86669158935547,32.424598693847656;1.451755707;37.8536745;32.4233237;37.86669158935547;32.424598693847656
1076;2021-12-13 17:51:00;2021-12-13 18:53:00;62.0;200;37.8536986,32.4233466;37.85369110107422,32.423240661621094;0.009338408;37.8536986;32.4233466;37.85369110107422;32.423240661621094
1046;2021-12-13 17:46:00;2021-12-13 17:50:00;4.0;50;37.9497474,32.5133393;37.9497548,32.5133503;0.001267813;37.9497474;32.5133393;37.9497548;32.5133503
1189;2021-12-13 17:43:00;2021-12-13 17:45:00;2.0;50;37.8584437,32.5430037;37.8584098815918,32.5430793762207;0.007634147;37.8584437;32.5430037;37.8584098815918;32.5430793762207
1219;2021-12-13 17:40:00;2021-12-13 17:51:00;11.0;50;37.8537035,32.4233439;37.85374069213867,32.42340087890625;0.006490681;37.8537035;32.4233439;37.85374069213867;32.42340087890625
1276;2021-12-13 17:37:00;2021-12-13 18:00:00;23.0;200;38.0096863,32.5222798;37.97908020019531,32.51713943481445;3.432923851;38.0096863;32.5222798;37.97908020019531;32.51713943481445
1287;2021-12-13 17:36:00;2021-12-13 19:18:00;102.0;350;37.8536405,32.4232993;37.866790771484375,32.424598693847656;1.466686289;37.8536405;32.4232993;37.866790771484375;32.424598693847656
1108;2021-12-13 17:30:00;2021-12-13 19:18:00;108.0;350;37.853671,32.4233047;37.866729736328125,32.424591064453125;1.456449955;37.853671;32.4233047;37.866729736328125;32.424591064453125
1048;2021-12-13 17:29:00;2021-12-13 18:07:00;38.0;200;37.869235,32.486615;37.869110107421875,32.48672103881836;0.016718216;37.869235;32.486615;37.869110107421875;32.48672103881836
1107;2021-12-13 17:26:00;2021-12-13 18:05:00;39.0;200;37.8693285,32.4867335;37.869258880615234,32.486610412597656;0.013291515;37.8693285;32.4867335;37.869258880615234;32.486610412597656
1182;2021-12-13 16:35:00;2021-12-13 17:03:00;28.0;200;37.8707442,32.5150719;37.8748893737793,32.49348831176758;1.949753885;37.8707442;32.5150719;37.8748893737793;32.49348831176758
1291;2021-12-13 15:42:00;2021-12-13 17:39:00;117.0;350;38.0138042,32.5211898;37.9498291015625,32.513370513916016;7.146641062;38.0138042;32.5211898;37.9498291015625;32.513370513916016
1285;2021-12-13 15:38:00;2021-12-13 15:46:00;8.0;50;38.0225044,32.5125572;38.01382064819336,32.52117156982422;1.225490157;38.0225044;32.5125572;38.01382064819336;32.52117156982422
1216;2021-12-13 15:36:00;2021-12-13 16:14:00;38.0;200;38.0090847,32.527551;37.97922134399414,32.51726150512695;3.440892728;38.0090847;32.527551;37.97922134399414;32.51726150512695
1236;2021-12-13 15:35:00;2021-12-13 15:36:00;1.0;0;38.0225506,32.5125139;38.022560119628906,32.5125617980957;0.004327144;38.0225506;32.5125139;38.022560119628906;32.5125617980957
1226;2021-12-13 15:28:00;2021-12-13 17:35:00;127.0;350;38.0225,32.5125968;37.94974136352539,32.51335144042969;8.090661562;38.0225;32.5125968;37.94974136352539;32.51335144042969
1168;2021-12-13 15:08:00;2021-12-13 15:29:00;21.0;200;37.8691417,32.4866501;37.86585998535156,32.48881912231445;0.411595651;37.8691417;32.4866501;37.86585998535156;32.48881912231445
1137;2021-12-13 14:58:00;2021-12-13 17:20:00;142.0;500;37.8698107,32.5314031;999,999;14562.79141;37.8698107;32.5314031;999.0;999.0
1142;2021-12-13 14:58:00;2021-12-13 17:02:00;124.0;350;37.8697674,32.5314749;37.88011932373047,32.452850341796875;6.996375934;37.8697674;32.5314749;37.88011932373047;32.452850341796875
1115;2021-12-13 14:42:00;2021-12-13 14:44:00;2.0;50;38.009105,32.5275062;38.00912857055664,32.52751922607422;0.002858615;38.009105;32.5275062;38.00912857055664;32.52751922607422
1198;2021-12-13 14:35:00;2021-12-13 14:39:00;4.0;50;38.0091569,32.5271704;38.009029388427734,32.52758026123047;0.038606619;38.0091569;32.5271704;38.009029388427734;32.52758026123047
1063;2021-12-13 14:06:00;2021-12-13 15:24:00;78.0;350;37.9042185,32.4954381;37.90428924560547,32.49542999267578;0.007898646;37.9042185;32.4954381;37.90428924560547;32.49542999267578
1054;2021-12-13 13:52:00;2021-12-13 14:11:00;19.0;200;38.0095567,32.5225234;37.979000091552734,32.5171012878418;3.430800461;38.0095567;32.5225234;37.979000091552734;32.5171012878418
1222;2021-12-13 13:51:00;2021-12-13 17:06:00;195.0;650;37.87485306937161,32.49348191735097;37.8749885559082,32.49357986450195;0.017345764;37.87485306937161;32.49348191735097;37.8749885559082;32.49357986450195
1091;2021-12-13 13:51:00;2021-12-13 16:39:00;168.0;500;37.8748064,32.4935227;37.87068176269531,32.51504898071289;1.944328572;37.8748064;32.4935227;37.87068176269531;32.51504898071289
1114;2021-12-13 13:49:00;2021-12-13 13:52:00;3.0;50;38.0094914,32.5225814;38.00944137573242,32.52252960205078;0.007178795;38.0094914;32.5225814;38.00944137573242;32.52252960205078
1229;2021-12-13 13:31:00;2021-12-13 13:44:00;13.0;200;37.8721945,32.494282;37.8723121,32.4941931;0.015227792;37.8721945;32.494282;37.8723121;32.4941931
1072;2021-12-13 13:31:00;2021-12-13 13:44:00;13.0;200;37.87226208185641,32.49424060579685;37.87232971191406,32.49422073364258;0.007719761;37.87226208185641;32.49424060579685;37.87232971191406;32.49422073364258
1268;2021-12-13 12:05:00;2021-12-13 12:17:00;12.0;200;38.0197226,32.5153633;38.00957107543945,32.52252960205078;1.2916367;38.0197226;32.5153633;38.00957107543945;32.52252960205078
1119;2021-12-13 12:02:00;2021-12-13 12:16:00;14.0;200;38.0197325,32.515345;38.00959014892578,32.5225715637207;1.293321285;38.0197325;32.515345;38.00959014892578;32.5225715637207
1240;2021-12-13 11:23:00;2021-12-13 11:33:00;10.0;50;38.0225513,32.5124982;38.00952911376953,32.52246856689453;1.691036668;38.0225513;32.5124982;38.00952911376953;32.52246856689453
1121;2021-12-13 09:04:00;2021-12-13 18:18:00;554.0;1550;37.8749365,32.4935072;37.87485885620117,32.493621826171875;0.013257535;37.8749365;32.4935072;37.87485885620117;32.493621826171875
1143;2021-12-13 07:21:00;2021-12-13 07:36:00;15.0;200;37.8661888,32.4891851;37.86581039428711,32.489078521728516;0.043104365;37.8661888;32.4891851;37.86581039428711;32.489078521728516
1294;2021-12-13 06:43:00;2021-12-13 06:47:00;4.0;50;37.873129302562674,32.48178931135584;37.87767028808594,32.483421325683594;0.524859818;37.873129302562674;32.48178931135584;37.87767028808594;32.483421325683594
1177;2021-12-13 02:59:00;2021-12-13 03:21:00;22.0;200;38.0095305583935,32.52252050698997;37.97903823852539,32.51708984375;3.423824993;38.0095305583935;32.52252050698997;37.97903823852539;32.51708984375
1275;2021-12-12 22:49:00;2021-12-12 23:04:00;15.0;200;37.949748,32.5133001;37.946800231933594,32.48426818847656;2.566665996;37.949748;32.5133001;37.946800231933594;32.48426818847656
1106;2021-12-12 20:28:00;2021-12-12 20:37:00;9.0;50;38.0138174,32.5211047;38.01398849487305,32.521141052246094;0.019289591;38.0138174;32.5211047;38.01398849487305;32.521141052246094
1235;2021-12-12 20:27:00;2021-12-12 20:39:00;12.0;200;38.01377529897226,32.521172969585045;38.01388931274414,32.521209716796875;0.013080108;38.01377529897226;32.521172969585045;38.01388931274414;32.521209716796875
1301;2021-12-12 19:58:00;2021-12-12 20:01:00;3.0;50;37.8720685,32.4942906;37.87220001220703,32.498870849609375;0.402298912;37.8720685;32.4942906;37.87220001220703;32.498870849609375
1134;2021-12-12 19:20:00;2021-12-12 19:28:00;8.0;50;37.87070157494393,32.48343859654236;37.872100830078125,32.49885177612305;1.361828144;37.87070157494393;32.48343859654236;37.872100830078125;32.49885177612305
1251;2021-12-12 18:33:00;2021-12-12 18:46:00;13.0;200;37.8883783,32.4936581;37.892311096191406,32.47618865966797;1.5941608;37.8883783;32.4936581;37.892311096191406;32.47618865966797
1119;2021-12-12 18:32:00;2021-12-12 18:52:00;20.0;200;38.0095224,32.5225327;38.01972961425781,32.51531982421875;1.299031785;38.0095224;32.5225327;38.01972961425781;32.51531982421875
1114;2021-12-12 18:28:00;2021-12-12 18:31:00;3.0;50;38.0094858,32.5225828;38.00954055786133,32.52259826660156;0.006237756;38.0094858;32.5225828;38.00954055786133;32.52259826660156
1158;2021-12-12 18:25:00;2021-12-12 18:54:00;29.0;200;37.8739996,32.4896508;37.87398910522461,32.489601135253906;0.004512727;37.8739996;32.4896508;37.87398910522461;32.489601135253906
1146;2021-12-12 18:20:00;2021-12-12 21:02:00;162.0;500;37.8691569,32.4865709;37.86919021606445,32.48672866821289;0.01433565;37.8691569;32.4865709;37.86919021606445;32.48672866821289
1058;2021-12-12 17:31:00;2021-12-12 17:49:00;18.0;200;37.9790946,32.5171856;37.94969177246094,32.513309478759766;3.287056016;37.9790946;32.5171856;37.94969177246094;32.513309478759766
