bikeid;rental_start_date;rental_end_date;duration;fare_(in_cents);starting_location;ending_location;rough_distance_(km);start_latitude;start_longitude;end_latitude;end_longitude
1208;2021-11-29 16:23:00;2021-11-29 16:39:00;16.0;200;38.0138715,32.521056;38.02251052856445,32.51258087158203;1.214078256;38.0138715;32.521056;38.02251052856445;32.51258087158203
1106;2021-11-29 16:16:00;2021-11-29 16:29:00;13.0;200;37.9498232,32.5133277;37.94826889038086,32.493499755859375;1.747155786;37.9498232;32.5133277;37.94826889038086;32.493499755859375
1131;2021-11-29 16:16:00;2021-11-29 16:30:00;14.0;200;37.9498122,32.5131787;37.9482307434082,32.49375915527344;1.711833164;37.9498122;32.5131787;37.9482307434082;32.49375915527344
1219;2021-11-29 16:11:00;2021-11-29 16:27:00;16.0;200;37.9497566,32.5132767;37.9473991394043,32.522071838378906;0.814528954;37.9497566;32.5132767;37.9473991394043;32.522071838378906
1276;2021-11-29 16:06:00;2021-11-29 17:51:00;105.0;350;38.019744,32.5153572;38.009220123291016,32.527549743652344;1.584386878;38.019744;32.5153572;38.009220123291016;32.527549743652344
1198;2021-11-29 15:53:00;2021-11-29 16:04:00;11.0;200;37.9497944,32.5133379;37.94736862182617,32.52210998535156;0.815097589;37.9497944;32.5133379;37.94736862182617;32.52210998535156
1175;2021-11-29 15:52:00;2021-11-29 16:51:00;59.0;200;37.9498168,32.513341;37.947261810302734,32.522029876708984;0.813124472;37.9498168;32.513341;37.947261810302734;32.522029876708984
1198;2021-11-29 15:45:00;2021-11-29 15:51:00;6.0;50;37.9473421,32.5221201;37.94939041137695,32.51361083984375;0.780118707;37.9473421;32.5221201;37.94939041137695;32.51361083984375
1031;2021-11-29 15:18:00;2021-11-29 16:51:00;93.0;350;38.02255150865579,32.51252213496017;37.949588775634766,32.51327133178711;8.113351431;38.02255150865579;32.51252213496017;37.949588775634766;32.51327133178711
1256;2021-11-29 15:15:00;2021-11-29 16:51:00;96.0;350;38.0226253,32.5125142;37.949710845947266,32.51327896118164;8.107994391;38.0226253;32.5125142;37.949710845947266;32.51327896118164
1060;2021-11-29 14:56:00;2021-11-29 15:14:00;18.0;200;37.8618457,32.4452236;37.874080657958984,32.48952865600586;4.120201383;37.8618457;32.4452236;37.874080657958984;32.48952865600586
1052;2021-11-29 14:46:00;2021-11-29 15:52:00;66.0;200;37.853670764546216,32.42339005605539;37.85369110107422,32.42333984375;0.004954644;37.853670764546216;32.42339005605539;37.85369110107422;32.42333984375
1060;2021-11-29 14:13:00;2021-11-29 14:45:00;32.0;200;37.892617,32.478032;37.86180114746094,32.445350646972656;4.468689888;37.892617;32.478032;37.86180114746094;32.445350646972656
1236;2021-11-29 11:57:00;2021-11-29 12:07:00;10.0;50;38.0225407,32.5125261;38.009178161621094,32.527618408203125;1.988920585;38.0225407;32.5125261;38.009178161621094;32.527618408203125
1258;2021-11-29 09:26:00;2021-11-29 09:58:00;32.0;200;37.9474258,32.5221644;37.947479248046875,32.52212905883789;0.006702558;37.9474258;32.5221644;37.947479248046875;32.52212905883789
1054;2021-11-29 09:23:00;2021-11-29 09:25:00;2.0;50;37.9475989,32.5221493;37.94742965698242,32.52212905883789;0.018902475;37.9475989;32.5221493;37.94742965698242;32.52212905883789
1143;2021-11-29 07:19:00;2021-11-29 07:48:00;29.0;200;37.8658457,32.4889426;37.86576843261719,32.48896026611328;0.008730575;37.8658457;32.4889426;37.86576843261719;32.48896026611328
1078;2021-11-28 23:21:00;2021-11-28 23:48:00;27.0;200;37.97909171606245,32.51717713156877;37.94987106323242,32.51335906982422;3.266382788;37.97909171606245;32.51717713156877;37.94987106323242;32.51335906982422
1066;2021-11-28 22:56:00;2021-11-28 23:12:00;16.0;200;37.870726447952656,32.48351525717479;37.870689392089844,32.48353958129883;0.004640748;37.870726447952656;32.48351525717479;37.870689392089844;32.48353958129883
